simp	trad	hsk	pinyin	pinyin_tonemarks	pinyin_blocks	pinyin_tones	eng
减肥	減肥	4	jian3fei2	jiǎnféi	jian,fei	3,2	go on a diet; lose weight
客厅	客廳	4	ke4ting1	kètīng	ke,ting	4,1	living room; parlor
缺少	缺少	4	que1shao3	quēshǎo	que,shao	1,3	to lack; be short of; be deficient in
老虎	老虎	4	lao3hu3	lǎohǔ	lao,hu	3,3	tiger
降低	降低	4	jiang4di1	jiàngdī	jiang,di	4,1	reduce; to lower; to drop
云	雲	4	yun2	yún	yun	2	cloud; Yunnan province ; say; speak
质量	質量	4	zhi4liang4	zhìliàng	zhi,liang	4,4	quality; mass (physics)
学期	學期	4	xue2qi1	xuéqī	xue,qi	2,1	semester; school term
卫生间	衛生間	4	wei4sheng1jian1	wèishēngjiān	wei,sheng,jian	4,1,1	restroom; bathroom; water closet (WC)
网球	網球	4	wang3qiu2	wǎngqiú	wang,qiu	3,2	tennis; tennis ball
其次	其次	4	qi2ci4	qícì	qi,ci	2,4	next; secondly
打招呼	打招呼	4	da3zhao1hu5	dǎzhāohu	da,zhao,hu	3,1,5	notify; greet; inform
表格	表格	4	biao3ge2	biǎogé	biao,ge	3,2	form (document)
阅读	閱讀	4	yue4du2	yuèdú	yue,du	4,2	read; reading
信封	信封	4	xin4feng1	xìnfēng	xin,feng	4,1	envelope
顺序	順序	4	shun4xu4	shùnxù	shun,xu	4,4	sequence; order
放暑假	放暑假	4	fang4 shu3jia4	fàng shǔjià	fang,shu,jia	4,3,4	have summer vacation
乘坐	乘坐	4	cheng2zuo4	chéngzuò	cheng,zuo	2,4	ride; get into (a vehicle)
重视	重視	4	zhong4shi4	zhòngshì	zhong,shi	4,4	to value; take seriously
推迟	推遲	4	tui1chi2	tuīchí	tui,chi	1,2	postpone; defer
缺点	缺點	4	que1dian3	quēdiǎn	que,dian	1,3	weak point; defect; fault; shortcoming
加油站	加油站	4	jia1you2zhan4	jiāyóuzhàn	jia,you,zhan	1,2,4	gas station
首都	首都	4	shou3du1	shǒudū	shou,du	3,1	capital (city)
羡慕	羨慕	4	xian4mu4	xiànmù	xian,mu	4,4	to envy; admire
零钱	零錢	4	ling2qian2	língqián	ling,qian	2,2	small change (of money)
暖和	暖和	4	nuan3huo5	nuǎnhuo	nuan,huo	3,5	warm; nice and warm
懒	懶	4	lan3	lǎn	lan	3	lazy
出差	出差	4	chu1 chai1	chū chāi	chu,chai	1,1	go on a business trip
民族	民族	4	min2zu2	mínzú	min,zu	2,2	nationality; ethnic group
传真	傳真	4	chuan2zhen1	chuánzhēn	chuan,zhen	2,1	fax; facsimile
优点	優點	4	you1dian3	yōudiǎn	you,dian	1,3	merit; good point; a strength; a benefit
垃圾桶	垃圾桶	4	la1ji1tong3	lājītǒng	la,ji,tong	1,1,3	garbage can
加班	加班	4	jia1 ban1	jiā bān	jia,ban	1,1	work overtime
房东	房東	4	fang2dong1	fángdōng	fang,dong	2,1	landlord
按时	按時	4	an4shi2	ànshí	an,shi	4,2	on time; on schedule
葡萄	葡萄	4	pu2tao5	pútao	pu,tao	2,5	grape
往往	往往	4	wang3wang3	wǎngwǎng	wang,wang	3,3	often; frequently; more often than not
高速公路	高速公路	4	gao1su4 gong1lu4	gāosù gōnglù	gao,su,gong,lu	1,4,1,4	highway
得意	得意	4	de2yi4	déyì	de,yi	2,4	proud of oneself; complacent
特点	特點	4	te4dian3	tèdiǎn	te,dian	4,3	a characteristic; trait; feature
合格	合格	4	he2ge2	hégé	he,ge	2,2	qualified; up to standard
性别	性別	4	xing4bie2	xìngbié	xing,bie	4,2	gender; sex; sexual distinction
报名	報名	4	bao4 ming2	bào míng	bao,ming	4,2	sign up; apply
互联网	互聯網	4	Hu4lian2wang3	Hùliánwǎng	hu,lian,wang	4,2,3	Internet
景色	景色	4	jing3se4	jǐngsè	jing,se	3,4	scenery; landscape; scene; view
大使馆	大使館	4	da4shi3guan3	dàshǐguǎn	da,shi,guan	4,3,3	embassy
总结	總結	4	zong3jie2	zǒngjié	zong,jie	3,2	summarize; conclude
热闹	熱鬧	4	re4nao5	rènao	re,nao	4,5	bustling; lively; busy
郊区	郊區	4	jiao1qu1	jiāoqū	jiao,qu	1,1	suburbs; outskirts
咳嗽	咳嗽	4	ke2sou5	késou	ke,sou	2,5	to cough
签证	簽証	4	qian1zheng4	qiānzhèng	qian,zheng	1,4	visa
咸	咸	4	xian2	xián	xian	2	salty; salted; all
打印	打印	4	da3yin4	dǎyìn	da,yin	3,4	to print
活泼	活潑	4	huo2po5	huópo	huo,po	2,5	lively; vivacious
邮局	郵局	4	you2ju2	yóujú	you,ju	2,2	post office
牙膏	牙膏	4	ya2gao1	yágāo	ya,gao	2,1	toothpaste
气候	氣候	4	qi4hou4	qìhòu	qi,hou	4,4	climate; atmosphere; weather
勺子	勺子	4	shao2zi5	sháozi	shao,zi	2,5	spoon; scoop; ladle
付款	付款	4	fu4 kuan3	fù kuǎn	fu,kuan	4,3	to pay
理发	理發	4	li3fa4	lǐfà	li,fa	3,4	a barber, hairdressing; haircut
复印	復印	4	fu4yin4	fùyìn	fu,yin	4,4	photocopy; duplicate
词语	詞語	4	ci2yu3	cíyǔ	ci,yu	2,3	words and expressions; terms
表扬	表揚	4	biao3yang2	biǎoyáng	biao,yang	3,2	to praise; commend
打针	打針	4	da3zhen1	dǎzhēn	da,zhen	3,1	inject; get a shot
普遍	普遍	4	pu3bian4	pǔbiàn	pu,bian	3,4	common; universal; general; widespread
堵车	堵車	4	du3che1	dǔchē	du,che	3,1	traffic jam
叶子	葉子	4	ye4zi5	yèzi	ye,zi	4,5	leaves
打折	打折	4	da3zhe2	dǎzhé	da,zhe	3,2	sell at a discount
排列	排列	4	pai2lie4	páiliè	pai,lie	2,4	arrange; align; permutation
凉快	涼快	4	liang2kuai5	liángkuai	liang,kuai	2,5	nice and cool; pleasantly cool
塑料袋	塑料袋	4	su4liao4dai4	sùliàodài	su,liao,dai	4,4,4	plastic bag
导游	導游	4	dao3you2	dǎoyóu	dao,you	3,2	tour guide
小吃	小吃	4	xiao3chi1	xiǎochī	xiao,chi	3,1	snack; refreshments
西红柿	西紅柿	4	xi1hong2shi4	xīhóngshì	xi,hong,shi	1,2,4	tomato
招聘	招聘	4	zhao1pin4	zhāopìn	zhao,pin	1,4	recruitment; take job applications for a job
节约	節約	4	jie2yue1	jiéyuē	jie,yue	2,1	frugal; to save
硕士	碩士	4	shuo4shi4	shuòshì	shuo,shi	4,4	Master's degree (M.A.)
乒乓球	乒乓球	4	ping1pang1qiu2	pīngpāngqiú	ping,pang,qiu	1,1,2	ping pong; table tennis
积累	積累	4	ji1lei3	jīlěi	ji,lei	1,3	accumulate; accumulation
橡皮	橡皮	4	xiang4pi2	xiàngpí	xiang,pi	4,2	rubber; an eraser
应聘	應聘	4	ying4pin4	yìngpìn	ying,pin	4,4	accept a job offer; to apply for a job
矿泉水	礦泉水	4	kuang4quan2shui3	kuàngquánshuǐ	kuang,quan,shui	4,2,3	mineral water
长城	長城	4	chang2cheng2	chángchéng	chang,cheng	2,2	the Great Wall
语法	語法	4	yu3fa3	yǔfǎ	yu,fa	3,3	grammar
礼拜天	禮拜天	4	li3bai4tian1	lǐbàitiān	li,bai,tian	3,4,1	Sunday
饺子	餃子	4	jiao3zi5	jiǎozi	jiao,zi	3,5	dumpling; potsticker
国籍	國籍	4	guo2ji2	guójí	guo,ji	2,2	nationality
售货员	售貨員	4	shou4huo4yuan2	shòuhuòyuán	shou,huo,yuan	4,4,2	salesclerk; shop assistant
翻译	翻譯	4	fan1yi4	fānyì	fan,yi	1,4	translate; translation; interpret
流利	流利	4	liu2li4	liúlì	liu,li	2,4	fluent
粗心	粗心	4	cu1xin1	cūxīn	cu,xin	1,1	careless; inadvertent; negligent
养成	養成	4	yang3cheng2	yǎngchéng	yang,cheng	3,2	cultivate; acquire; to form
马虎	馬虎	4	ma3hu5	mǎhu	ma,hu	3,5	careless; sloppy; casual
百分之	百分之	4	bai3fen1zhi1	bǎifēnzhī	bai,fen,zhi	3,1,1	percent
普通话	普通話	4	pu3tong1hua4	pǔtōnghuà	pu,tong,hua	3,1,4	Mandarin (common language)
登机牌	登機牌	4	deng1ji1pai2	dēngjīpái	deng,ji,pai	1,1,2	boarding pass
占线	佔線	4	zhan4xian4	zhànxiàn	zhan,xian	4,4	the (phone) line is busy
包子	包子	4	bao1zi5	bāozi	bao,zi	1,5	steamed stuffed bun
羽毛球	羽毛球	4	yu3mao2qiu2	yǔmáoqiú	yu,mao,qiu	3,2,2	badminton
烤鸭	烤鴨	4	kao3ya1	kǎoyā	kao,ya	3,1	roast duck
寒假	寒假	4	han2jia4	hánjià	han,jia	2,4	winter vacation
长江	長江	4	Chang2jiang1	Chángjiāng	chang,jiang	2,1	the Yangtze River; the Changjiang River
预习	預習	4	yu4xi2	yùxí	yu,xi	4,2	(of students) prepare a lesson before class; preview
填空	填空	4	tian2kong4	tiánkòng	tian,kong	2,4	fill in the blanks; fill a vacancy
京剧	京劇	4	jing1ju4	jīngjù	jing,ju	1,4	Beijing Opera
嗯	嗯	5	en1; en2; en3; en4; en5	ēn; én; ěn; èn; en	en,; en,; en,; en,; en	1,2,3,4,5	interjection expressing what?, huh? hmm? why? ok, etc.
杀	殺	5	sha1	shā	sha	1	to kill; to murder
所	所	5	suo3	suǒ	suo	3	place; that which; (mw for houses, buildings)
正	正	5	zheng4	zhèng	zheng	4	straight; currently; correct; just (right); pure; precisely
正	正	5	zheng1	zhēng	zheng	1	first lunar month
搞	搞	5	gao3	gǎo	gao	3	do; make; be engaged in
亲爱	親愛	5	qin1ai4	qīnài	qin,ai	1,4	beloved; Dear ... (a way of starting a letter lovers, intimate friends or close relatives)
宝贝	寶貝	5	bao3bei4	bǎobèi	bao,bei	3,4	treasure; precious things; darling; baby
枪	槍	5	qiang1	qiāng	qiang	1	gun; spear
如何	如何	5	ru2he2	rúhé	ru,he	2,2	how; what; what way
女士	女士	5	nv3shi4	nǚshì	nü,shi	3,4	lady; madam
根	根	5	gen1	gēn	gen	1	root; base; (mw for long, slender objects)
根本	根本	5	gen1ben3	gēnběn	gen,ben	1,3	root; essence; fundamental; basic; (not) at all; simply
确定	確定	5	que4ding4	quèdìng	que,ding	4,4	definite; certain; fixed; determine
兄弟	兄弟	5	xiong1di4	xiōngdì	xiong,di	1,4	brothers; younger brother; brethren
抓	抓	5	zhua1	zhuā	zhua	1	to carry in your hand holding strongly; catch; arrest
或许	或許	5	huo4xu3	huòxǔ	huo,xu	4,3	perhaps; maybe
救	救	5	jiu4	jiù	jiu	4	to save (life); to assist; to rescue
唯一	唯一	5	wei2yi1	wéiyī	wei,yi	2,1	only; sole
表现	表現	5	biao3xian4	biǎoxiàn	biao,xian	3,4	to show; to show off; display; performance
拍	拍	5	pai1	pāi	pai	1	to clap; to pat; to shoot (pictures, a film); send (a telegram)
呆	呆	5	dai1	dāi	dai	1	stupid; foolish; blank; dumbstruck; to stay
绝对	絕對	5	jue2dui4	juéduì	jue,dui	2,4	absolute; definite
整个	整個	5	zheng3ge4	zhěnggè	zheng,ge	3,4	whole; entire; total
处理	處理	5	chu3li3	chǔlǐ	chu,li	3,3	deal with; to process; sell at a discount; to treat (by a special process)
行动	行動	5	xing2dong4	xíngdòng	xing,dong	2,4	to move; get around; action
失去	失去	5	shi1qu4	shīqù	shi,qu	1,4	to lose (time, an opportunity, work, etc.)
派	派	5	pai4	pài	pai	4	dispatch; (mw for political groups; schools of thought; etc.)
靠	靠	5	kao4	kào	kao	4	depend on; lean on; near; to trust
作为	作為	5	zuo4wei2	zuòwéi	zuo,wei	4,2	regard as; act as; action; deed
曾经	曾經	5	ceng2jing1	céngjīng	ceng,jing	2,1	once; (refers to something that happened previously)
总统	總統	5	zong3tong3	zǒngtǒng	zong,tong	3,3	president (of a country)
伤害	傷害	5	shang1hai4	shānghài	shang,hai	1,4	injure; to harm; wound
控制	控制	5	kong4zhi4	kòngzhì	kong,zhi	4,4	to control
首	首	5	shou3	shǒu	shou	3	head; chief; first; (mw for poems and songs) (Kangxi radical 185)
偷	偷	5	tou1	tōu	tou	1	steal; pilfer
哈	哈	5	ha1	hā	ha	1	exhale; sip; (sound of laughter)
糟糕	糟糕	5	zao1gao1	zāogāo	zao,gao	1,1	terrible; too bad; how terrible; what bad luck; what a mess
保持	保持	5	bao3chi2	bǎochí	bao,chi	3,2	to keep; maintain; to hold
证据	証據	5	zheng4ju4	zhèngjù	zheng,ju	4,4	evidence; proof; testimony
事实	事實	5	shi4shi2	shìshí	shi,shi	4,2	fact; in fact
家庭	家庭	5	jia1ting2	jiātíng	jia,ting	1,2	family; household
装	裝	5	zhuang1	zhuāng	zhuang	1	to load; dress up; pretend; clothing; to install
秘密	秘密	5	mi4mi4	mìmì	mi,mi	4,4	a secret; confidential
直	直	5	zhi2	zhí	zhi	2	straight; vertical; frank; directly; continuously
简直	簡直	5	jian3zhi2	jiǎnzhí	jian,zhi	3,2	simply; at all
的确	的確	5	di2que4	díquè	di,que	2,4	really; indeed
血	血	5	xue4	xuè	xue	4	blood (Kangxi radical 143)
方	方	5	fang1	fāng	fang	1	square; direction; side (Kangxi radical 70)
方式	方式	5	fang1shi4	fāngshì	fang,shi	1,4	way; style; fashion; manner
瞧	瞧	5	qiao2	qiáo	qiao	2	look at; see (colloquial)
疯狂	瘋狂	5	feng1kuang2	fēngkuáng	feng,kuang	1,2	crazy; madness; wild; extreme popularity; insane; frenzied; unbridled
片	片	5	pian4	piàn	pian	4	(mw for pieces of things); a slice; a flake (Kangxi radical 91)
片	片	5	pian1	piān	pian	1	film; photo
记录	記錄	5	ji4lu4	jìlù	ji,lu	4,4	to record; take notes
太太	太太	5	tai4tai5	tàitai	tai,tai	4,5	wife; married woman; Madame; Mrs.
非	非	5	fei1	fēi	fei	1	non-; un-; not be; wrongdoing; simply must (Kangxi radical 175)
除非	除非	5	chu2fei1	chúfēi	chu,fei	2,1	only if; unless
傻	傻	5	sha3	shǎ	sha	3	foolish; fool
阻止	阻止	5	zu3zhi3	zǔzhǐ	zu,zhi	3,3	prevent; to block
想象	想象	5	xiang3xiang4	xiǎngxiàng	xiang,xiang	3,4	imagine; visualize
完美	完美	5	wan2mei3	wánměi	wan,mei	2,3	perfect
克	克	5	ke4	kè	ke	4	gram; overcome; restrain
目标	目標	5	mu4biao1	mùbiāo	mu,biao	4,1	target; goal; objective
精神	精神	5	jing1shen5	jīngshen	jing,shen	1,5	vigor; spirit; mind
碰	碰	5	peng4	pèng	peng	4	to touch; to bump; to encounter
系	系	5	xi4	xì	xi	4	be; relate to; system; fasten; department; faculty; connect
系	系	5	ji4	jì	ji	4	to tie
系统	系統	5	xi4tong3	xìtǒng	xi,tong	4,3	system
滚	滾	5	gun3	gǔn	gun	3	to roll; get lost; to boil
报告	報告	5	bao4gao4	bàogào	bao,gao	4,4	to report; make known; inform; speech; lecture
人类	人類	5	ren2lei4	rénlèi	ren,lei	2,4	humanity; human race; mankind
冲	沖	5	chong1	chōng	chong	1	to rush; to clash; to rinse; thoroughfare
冲	沖	5	chong4	chòng	chong	4	vigorously; bluntly; pungent; toward
自由	自由	5	zi4you2	zìyóu	zi,you	4,2	freedom; free; liberty
套	套	5	tao4	tào	tao	4	cover; (mw for sets of things); tie together
姑娘	姑娘	5	gu1niang5	gūniang	gu,niang	1,5	young woman; girl
手术	手術	5	shou3shu4	shǒushù	shou,shu	3,4	surgery; operation
必要	必要	5	bi4yao4	bìyào	bi,yao	4,4	necessary; essential; indispensable
痛苦	痛苦	5	tong4ku3	tòngkǔ	tong,ku	4,3	pain; suffering; agony
存在	存在	5	cun2zai4	cúnzài	cun,zai	2,4	to exist; to be
组	組	5	zu3	zǔ	zu	3	compose; team up; group
以及	以及	5	yi3ji2	yǐjí	yi,ji	3,2	as well as; too; (formal) and
个人	個人	5	ge4ren2	gèrén	ge,ren	4,2	individual; personal; oneself
代表	代表	5	dai4biao3	dàibiǎo	dai,biao	4,3	represent; to delegate
意义	意義	5	yi4yi4	yìyì	yi,yi	4,4	meaning; significance
承认	承認	5	cheng2ren4	chéngrèn	cheng,ren	2,4	to admit; concede; acknowledge
理由	理由	5	li3you2	lǐyóu	li,you	3,2	a reason; grounds; argument
显然	顯然	5	xian3ran2	xiǎnrán	xian,ran	3,2	clear; evidently; obviously
政府	政府	5	zheng4fu3	zhèngfǔ	zheng,fu	4,3	government
幸运	幸運	5	xing4yun4	xìngyùn	xing,yun	4,4	luck; fortune
信任	信任	5	xin4ren4	xìnrèn	xin,ren	4,4	to trust; have confidence in
未来	未來	5	wei4lai2	wèilái	wei,lai	4,2	future
吓	嚇	5	xia4	xià	xia	4	frighten; to scare
吓	嚇	5	he4	hè	he	4	threaten; intimidate
治疗	治療	5	zhi4liao2	zhìliáo	zhi,liao	4,2	to treat; to cure; medical treatment
行为	行為	5	xing2wei2	xíngwéi	xing,wei	2,2	action; behavior; conduct
婚礼	婚禮	5	hun1li3	hūnlǐ	hun,li	1,3	wedding ceremony
组织	組織	5	zu3zhi1	zǔzhī	zu,zhi	3,1	organize; organization
老板	老板	5	lao3ban3	lǎobǎn	lao,ban	3,3	boss; proprietor; shopkeeper
合作	合作	5	he2zuo4	hézuò	he,zuo	2,4	cooperate; collaborate; work together
支	支	5	zhi1	zhī	zhi	1	branch; support; put up; (mw for long; narrow objects) (Kangxi radical 65)
老婆	老婆	5	lao3po2	lǎopó	lao,po	3,2	(informal) wife
可怕	可怕	5	ke3pa4	kěpà	ke,pa	3,4	terrible; awful; frightful; scary
中心	中心	5	zhong1xin1	zhōngxīn	zhong,xin	1,1	center; heart; core
明显	明顯	5	ming2xian3	míngxiǎn	ming,xian	2,3	clear; obvious
消失	消失	5	xiao1shi1	xiāoshī	xiao,shi	1,1	disappear; fade away; dissolve
位置	位置	5	wei4zhi5	wèizhi	wei,zhi	4,5	position; place; seat
答应	答應	5	da1ying5	dāying	da,ying	1,5	to respond; to promise; to answer; agree
撞	撞	5	zhuang4	zhuàng	zhuang	4	to hit; collide; run into
似乎	似乎	5	si4hu1	sìhū	si,hu	4,1	it seems; as if; seemingly
力量	力量	5	li4liang5	lìliang	li,liang	4,5	power; force; strength
命令	命令	5	ming4ling4	mìnglìng	ming,ling	4,4	an order; a command
威胁	威脅	5	wei1xie2	wēixié	wei,xie	1,2	threaten; to menace
日子	日子	5	ri4zi5	rìzi	ri,zi	4,5	days; date; time; life
享受	享受	5	xiang3shou4	xiǎngshòu	xiang,shou	3,4	enjoy
战争	戰爭	5	zhan4zheng1	zhànzhēng	zhan,zheng	4,1	war; conflict
恭喜	恭喜	5	gong1xi3	gōngxǐ	gong,xi	1,3	congratulate
利用	利用	5	li4yong4	lìyòng	li,yong	4,4	to use; to make use of; to exploit
恨	恨	5	hen4	hèn	hen	4	to hate
训练	訓練	5	xun4lian4	xùnliàn	xun,lian	4,4	to train; to drill; to exercise; training
酒吧	酒吧	5	jiu3ba1	jiǔbā	jiu,ba	3,1	bar
身份	身份	5	shen1fen4	shēnfèn	shen,fen	1,4	identity; status; dignity
模特	模特	5	mo2te4	mótè	mo,te	2,4	(fashion) model
一旦	一旦	5	yi2dan4	yídàn	yi,dan	2,4	in case (something happens); once (sth. has happened ... then); in one day
追	追	5	zhui1	zhuī	zhui	1	pursue; chase
群	群	5	qun2	qún	qun	2	crowd; group; (mw for groups, flocks, or swarms)
面对	面對	5	mian4dui4	miànduì	mian,dui	4,4	to face; confront
居然	居然	5	ju1ran2	jūrán	ju,ran	1,2	unexpectedly; to one's surprise; go so far as to
雷	雷	5	lei2	léi	lei	2	thunder
真实	真實	5	zhen1shi2	zhēnshí	zhen,shi	1,2	true; real; authentic
人生	人生	5	ren2sheng1	rénshēng	ren,sheng	2,1	human life
受伤	受傷	5	shou4 shang1	shòu shāng	shou,shang	4,1	sustain injuries (in an accident, etc.); be injured
夜	夜	5	ye4	yè	ye	4	night; darkness
属于	屬於	5	shu3yu2	shǔyú	shu,yu	3,2	belong to; be part of
出色	出色	5	chu1se4	chūsè	chu,se	1,4	remarkable; outstanding; excellent
目前	目前	5	mu4qian2	mùqián	mu,qian	4,2	at present; now; for the moment
锁	鎖	5	suo3	suǒ	suo	3	lock
梦想	夢想	5	meng4xiang3	mèngxiǎng	meng,xiang	4,3	dream of; wishful thinking
人员	人員	5	ren2yuan2	rényuán	ren,yuan	2,2	staff; crew; personnel
英雄	英雄	5	ying1xiong2	yīngxióng	ying,xiong	1,2	hero
感受	感受	5	gan3shou4	gǎnshòu	gan,shou	3,4	feel; experience; emotion; impression
吻	吻	5	wen3	wěn	wen	3	kiss; lips
逃	逃	5	tao2	táo	tao	2	to escape; run away; flee
数	數	5	shu4	shù	shu	4	number
数	數	5	shu3	shǔ	shu	3	to count; to rank
数	數	5	shuo4	shuò	shuo	4	frequently; repeatedly
公寓	公寓	5	gong1yu4	gōngyù	gong,yu	1,4	apartment building
文件	文件	5	wen2jian4	wénjiàn	wen,jian	2,4	document; file
寻找	尋找	5	xun2zhao3	xúnzhǎo	xun,zhao	2,3	seek; look for; quest
烂	爛	5	lan4	làn	lan	4	overcooked; rotten; soft; mushy
不然	不然	5	bu4ran2	bùrán	bu,ran	4,2	otherwise; not so
欠	欠	5	qian4	qiàn	qian	4	yawn; to lack; owe (Kangxi radical 76)
反应	反應	5	fan3ying4	fǎnyìng	fan,ying	3,4	react; respond; reply
意外	意外	5	yi4wai4	yìwài	yi,wai	4,4	unexpected; accident; mishap
食物	食物	5	shi2wu4	shíwù	shi,wu	2,4	food
遗憾	遺憾	5	yi2han4	yíhàn	yi,han	2,4	regret; pity; sorry
反正	反正	5	fan3zheng4	fǎnzhèng	fan,zheng	3,4	anyway
设计	設計	5	she4ji4	shèjì	she,ji	4,4	plan; design
醉	醉	5	zui4	zuì	zui	4	intoxicated; become drunk
私人	私人	5	si1ren2	sīrén	si,ren	1,2	private (citizen); personal; individual
某	某	5	mou3	mǒu	mou	3	a certain; some
伟大	偉大	5	wei3da4	wěidà	wei,da	3,4	great; mighty; large
臭	臭	5	chou4	chòu	chou	4	stench; stink
臭	臭	5	xiu4	xiù	xiu	4	scent; odor
自从	自從	5	zi4cong2	zìcóng	zi,cong	4,2	since; ever since
签	簽	5	qian1	qiān	qian	1	bamboo used for drawing lots; toothpick; to sign (one's name)
颗	顆	5	ke1	kē	ke	1	(mw for hearts and small, round things like seeds, grains, beans, etc.)
朝	朝	5	chao2	cháo	chao	2	to face; towards; dynasty
朝	朝	5	zhao1	zhāo	zhao	1	morning; day
呼吸	呼吸	5	hu1xi1	hūxī	hu,xi	1,1	breathe
明星	明星	5	ming2xing1	míngxīng	ming,xing	2,1	(movie, etc.) star; celebrity
超级	超級	5	chao1ji2	chāojí	chao,ji	1,2	super; transcending; high grade
破坏	破壞	5	po4huai4	pòhuài	po,huai	4,4	destroy; destruction; to wreck; to break
角色	角色	5	jue2se4	juésè	jue,se	2,4	role; part
顿	頓	5	dun4	dùn	dun	4	pause; arrange; stamp feet; suddenly; (mw for meals)
便	便	5	bian4	biàn	bian	4	plain; convenient; excretion; formal equivalent to 就
便	便	5	pian2	pián	pian	2	cheap
包括	包括	5	bao1kuo4	bāokuò	bao,kuo	1,4	comprise; include; consist of
时刻	時刻	5	shi2ke4	shíkè	shi,ke	2,4	moment; constantly
相当	相當	5	xiang1dang1	xiāngdāng	xiang,dang	1,1	equivalent to; appropriate; considerably; quite
闻	聞	5	wen2	wén	wen	2	hear; to smell; news; reputation
平	平	5	ping2	píng	ping	2	flat; level; equal; ordinary
公平	公平	5	gong1ping2	gōngpíng	gong,ping	1,2	fair; impartial; just
堆	堆	5	dui1	duī	dui	1	pile; heap; stack; crowd
俱乐部	俱樂部	5	ju4le4bu4	jùlèbù	ju,le,bu	4,4,4	club (group or organization)
通常	通常	5	tong1chang2	tōngcháng	tong,chang	1,2	regular; usual; normal; ordinary
咬	咬	5	yao3	yǎo	yao	3	to bite; to nip
造成	造成	5	zao4cheng2	zàochéng	zao,cheng	4,2	to cause; make; bring out
信号	信號	5	xin4hao4	xìnhào	xin,hao	4,4	signal
充满	充滿	5	chong1man3	chōngmǎn	chong,man	1,3	brimming with; very full
断	斷	5	duan4	duàn	duan	4	to break; decide; absolutely (usually negative)
抢	搶	5	qiang3	qiǎng	qiang	3	fight over; vie for; grab; rush
抢	搶	5	qiang1	qiāng	qiang	1	bump against
现实	現實	5	xian4shi2	xiànshí	xian,shi	4,2	reality; actuality; practical
恢复	恢復	5	hui1fu4	huīfù	hui,fu	1,4	reinstate; resume; recover
确认	確認	5	que4ren4	quèrèn	que,ren	4,4	confirm; confirmation; verify
怀孕	懷孕	5	huai2yun4	huáiyùn	huai,yun	2,4	become pregnant; have conceived
资料	資料	5	zi1liao4	zīliào	zi,liao	1,4	data; material; resources; information
婚姻	婚姻	5	hun1yin1	hūnyīn	hun,yin	1,1	marriage; matrimony; wedding
圈	圈	5	quan1	quān	quan	1	circle; ring; (mw for loops, orbits, etc.)
圈	圈	5	juan4	juàn	juan	4	pen; sty
圈	圈	5	juan1	juān	juan	1	continue; to lock up
脑袋	腦袋	5	nao3dai5	nǎodai	nao,dai	3,5	head; mental capability; brains
分手	分手	5	fen1shou3	fēnshǒu	fen,shou	1,3	part company; break up
